date,user,text,retweets,favorites,mentions,hashtags,geolocation
2020-04-11 23:58:23+00:00,MootePoints,My dog Leo doesn’t understand that nobody came to his BDay because of social distancing. He thinks he has no friends... Please send him fun pics of his dog friends to cheer him up #Coronavirus #StayHome,5,150,,#Coronavirus #StayHome #StayHome,
2020-04-11 23:54:45+00:00,Nancy_McCoy,Check your balance: Coronavirus stimulus money starts to flow into bank accounts ,0,0,,,
2020-04-11 23:52:42+00:00,boyblk_,COVID-19 has gone far enough. ,0,1,,,
2020-04-11 23:46:51+00:00,txsportsdoc,"Also, the gowns and “PPE” used in OR isn’t the same that is used on front lines with COVID, therefore surgeons don’t deplete front line PPE.",0,0,,,
2020-04-11 23:46:30+00:00,JMACTICKETS,"Maybe he should have also said obesity and poor diet, common in people of color, leads to Diabetes and other diseases that lead to a compromised immune system and a higher Mortality Rate for those that contract COVID-19. JMAC",0,0,,,
2020-04-11 23:33:13+00:00,trentodom,"Love that @SamsClub closed the tire center and I cannot get warranty work done. All their competition is still open for business including @costco, @DiscountTire, &amp; @pepboysauto to name a few #CoronavirusPandemic #Covid_19 #StayAtHome",0,1,@SamsClub @Costco @DiscountTire @pepboysauto,#CoronavirusPandemic #Covid_19 #StayAtHome #StayAtHome,
2020-04-11 23:30:18+00:00,icowrich,COVID-19 is concise and won’t repeat (there will never again be an epidemic of coronavirus in 2019).,0,2,,,
2020-04-11 23:03:28+00:00,McLaneC4,"COVID 19, you left me no choice but to lift weights more frequently, possibly even the entire day.. #dedication",0,14,,#dedication,
2020-04-11 22:47:16+00:00,AdamPatterson79,"The irony in this! #coronavirus #memes #agenda #dankmemes @Dallas, Texas https://www.instagram.com/p/B-2520JpTE7/?igshid=1xse65309wppe",0,0,,#coronavirus #memes #agenda #dankmemes,
2020-04-11 22:41:59+00:00,cnote_vegas,Has anyone got their Coronavirus money from Trump yet via direct deposit?,1,3,,,
2020-04-11 22:34:32+00:00,JessicaMauerhan,"If @Dreamworks is really tryna get $20 for a one night rental they better be passing that on to everyone who is losing income from COVID-19 right now. $20 is what it costs to buy a DVD, this is absurd.",0,0,@Dreamworks,,
2020-04-11 22:29:21+00:00,DallasAnalytics,"Bet that a good few of these are non-COVID diagnoses, the result of people scared to go to hospitals because of COVID-19 ",5,13,,,
2020-04-11 22:05:08+00:00,ConstanceJackso,Why Does the Trump Administration Keep Seizing Hospitals’ Coronavirus Supplies? https://www.gq.com/story/trump-admin-confiscating-coronavirus-supplies?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=onsite-share&amp;utm_brand=gq&amp;utm_social-type=earned via @gqmagazine,0,0,@GQMagazine,,
2020-04-11 21:58:21+00:00,rewopthemogul,"Over 20,000 people in the U.S. have died from Coronavirus; being in confinement is annoying and boring but I’m lucky to be alive &amp; well.",2,10,,,
2020-04-11 21:53:48+00:00,txsportsdoc,This is so true. With the internet everyone is now a COVID-19 expert ,0,1,,,
2020-04-11 21:36:02+00:00,kjordan59,"Working with a national distributor @SLR_Medical out of Dallas, TX to help those in need of mask. We are getting weekly shipments in. Feel free to share with those who may be in need. #staysafe #coronavirus #COVID19 #KN95 #N95",1,1,@SLR_Medical,#staysafe #coronavirus #COVID19 #KN95 #N95,
2020-04-11 21:35:45+00:00,holyralphgxd,Dick!!!! We all thought thanks COVID-19 ,0,1,,,
2020-04-11 21:28:22+00:00,RichWilliamsGo,"Andy’s COVID-19 Cocktail Champagne Orange Juice Vermouth Italian Aperitif Dry Gin 19 Stirs With Ice #covid #covid19 #coronavirus #mixology #mixologist #mixologists #liquor #liquorstore @drizly @Plano, Texas https://www.instagram.com/p/B-2w087Hv9R/?igshid=1sehqbocvzfka",0,0,@Drizly,#covid #covid19 #coronavirus #mixology #mixologist #mixologists #liquor #liquorstore,
2020-04-11 21:17:10+00:00,EndlessPapi,"If you know any graduating seniors that wanted to take grad pics but couldn’t because they lost their jobs due to Corona, send them my way. I wanna be able to bless others. If you can prove you lost your job due to COVID-19 I will work with the budget you have.",60,75,,,
2020-04-11 20:56:41+00:00,BethanyaWill,"Texas to ease Coronavirus lockdown under executive order to ""restore livelihoods,"" governor says ",0,0,,,
2020-04-11 20:51:29+00:00,jenhsampson,TY @MeadowsFound for supporting @unitedwaydallas’ #Coronavirus Response &amp; Recovery Fund! Meadows has improved the lives of generations of Texas residents for decades &amp; we're honored to partner with them now to accelerate collective impact. http://fal.cn/37wsn #LiveUnitedNTX,2,7,@MeadowsFound @UnitedWayDallas,#Coronavirus #LiveUnitedNTX,
2020-04-11 20:49:00+00:00,acstraube,Finally got my convertible Just wish I could drive it. Go away #covid_19 and #rainydays Decided to call him #Radar Just love his color &amp; interior!! Thanks for washing him babe… https://www.instagram.com/p/B-2sUqcnne17GaH9JdI2NLlDvRQ_X1dB_YhZf40/?igshid=n0reo4dk5sbt,0,0,,#covid_19 #rainydays #Radar,
2020-04-11 20:48:20+00:00,VikeFans,"To care for the mix of generations of Viking fans that follow us, we have made an executive decision to get through Covid entertained. As a result, we will be re-living the games of the 1975 and 2009 seasons concurrently. One of each for 15-18 days. Only here on VikeFans!",2,41,,,
2020-04-11 20:44:43+00:00,DevarajR,"2/3 Researchers in China reported that Bio-Rad’s QX200 System showed superior sensitivity and precision for clinical detection of SARS-CoV-2 (the virus that causes COVID-19) compared to existing test methods that use qPCR, when testing asymptomatic patients with low viral load.",0,0,,,
2020-04-11 20:44:43+00:00,DevarajR,"Bio-Rad partners with Biodesix, Inc, Colorado to seek Emergency Use Authorization (EUA) to bring QX2000 Droplet digital (ddPCR) COVID-19 test in growing need for reliable COVID-19 testing, reduces false negative COVID-19 test results without any increase to false positive results",0,0,,,
2020-04-11 20:42:33+00:00,RonRuggless,Theme-meme-atic! source: FB but seeking a credit. #coronavirus #Quarantine,2,7,,#coronavirus #Quarantine,
2020-04-11 20:34:38+00:00,rezeski,I just want to remind all American voters that @realDonaldTrump has been lying to you about COVID-19 daily for going on 4 months. Actually he’s been lying to you about nearly everything for four years. PTV ,2,8,@realDonaldTrump,,
2020-04-11 20:33:58+00:00,toothacheVR,Listen to Covid- 19 Freestyle by BigBash on #SoundCloud https://soundcloud.com/bigbash_ufb/covid-19-freestyle,0,0,,#SoundCloud,
2020-04-11 20:28:10+00:00,StephenAMeng,we just help 1385 families in need get the food they need to survive for the next week during this #coronavirus crisis Thank you #TemploCristianoAgape and @gersonisai_hdz for your leadership for organizing this great event #HernandezforTexas #TXHD105,0,1,@gersonisai_hdz,#coronavirus #TemploCristianoAgape #HernandezforTexas #TXHD105,
2020-04-11 20:27:05+00:00,txsportsdoc,"May be anecdotal, but bet many families happy this worked in TX If COVID-19 attacks hemoglobin like malaria, makes sense how Hydroxychloroquine may work. ",2,4,,,
2020-04-11 20:22:36+00:00,FortWorthDDS,Give this a listen....#covid19 #coronavirus #selfcare #rrenanwilliamsdds #carolebaskin #joeexotic #floss #brushteeth #washyourhands #socialdistancing #mask #listerine #toothache #emergencydentist #compassion… https://www.instagram.com/p/B-2n4BlALT8/?igshid=subvtyzah69a,0,1,,#covid19 #coronavirus #selfcare #rrenanwilliamsdds #carolebaskin #joeexotic #floss #brushteeth #washyourhands #washyourhands #socialdistancing #mask #listerine #toothache #emergencydentist #compassion,
2020-04-11 20:19:25+00:00,RonRuggless,iPhone facial recognition remains ill-adapted to coronavirus mask wearing. #myEyesAreUpHere,0,11,,#myEyesAreUpHere,
2020-04-11 20:11:25+00:00,goodmoine,"Texas is still, give or take the day, the worst or second worst in per capita testing of its residents for COVID-19. ",8,13,,,
2020-04-11 20:02:59+00:00,yosolafemme,Black Women Speak - The Politics of Covid 19...a must watch for my melanated community! ,0,0,,,
2020-04-11 19:58:56+00:00,thecarol_newman,@GregAbbott_TX you keep telling us the unemployment office is doing better for three weeks now it is not better. Release the funds you owe Texans. #COVID19 #coronavirus #doyourjob,2,3,@GregAbbott_TX,#COVID19 #coronavirus #doyourjob,
2020-04-11 19:58:56+00:00,ThadBurns,The #coronavirus is bunk!,0,7,,#coronavirus,
2020-04-11 19:54:45+00:00,MichaelRyan2527,2 things that are starting to be pet peeves of mind when it comes to COVID-19: 1. You don’t need to wear your mask while you are driving. 2. You don’t need to wear your mask when you are outdoors and by yourself. The virus isn’t airborne people! #FactsNotFear,0,0,,#FactsNotFear,
2020-04-11 19:46:46+00:00,qmuser,"Truth be told, the average coronavirus is smarter than @realDonaldTrump. #IdiotInChief",0,0,@realDonaldTrump,#IdiotInChief,
2020-04-11 19:35:38+00:00,SelbyPaulDamian,51 recovered coronavirus patients test positive again in South Korea https://nypost.com/2020/04/07/51-recovered-coronavirus-patients-test-positive-again-in-south-korea/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypost,0,0,@nypost,,
2020-04-11 19:31:28+00:00,cultureadayspa,Yes! We all need to #washyourhand #DONTtouchYOURface #StopTheSpreadOfCorona #Covid_19 #SmallBiz #StayHome,0,0,,#washyourhand #DONTtouchYOURface #StopTheSpreadOfCorona #Covid_19 #SmallBiz #StayHome #StayHome,
2020-04-11 19:28:18+00:00,kingsam0121,"BBC News - Coronavirus: 'We need Easter as much as ever,' says the Queen ",0,1,,,
2020-04-11 19:27:47+00:00,treybowles,"Here is our tutorial on how to give a “hug” to our grandmother in the age of #coronavirus. landrybowles bennettbowles fullerbowles from #doughnieswithdaddy make this new special appearance @Dallas, Texas https://www.instagram.com/p/B-2i3EzHra8/?igshid=36au1ww4xurv",0,1,,#coronavirus #doughnieswithdaddy,
2020-04-11 19:25:49+00:00,sblaskovich,"Photos seem tricky during #coronavirus. There’s the 6-ft safety issue but also the people problem: *People* are the heart of stories, &amp; a lot of them aren’t out right now. I love this intriguing @TomFoxPhoto. Story by @jesus_jimz &amp; @davetarrantnews: https://www.dallasnews.com/news/faith/2020/04/10/dallas-area-religious-leaders-practice-faith-in-a-time-of-coronavirus/",3,7,@TomFoxPhoto @jesus_jimz @davetarrantnews,#coronavirus,
2020-04-11 19:18:38+00:00,kim_slusser,"Texas to ease Coronavirus lockdown under executive order to ""restore livelihoods,"" governor says ",1,3,,,
2020-04-11 19:17:12+00:00,chestnut_daniel,"Coronavirus outbreak: Deaths in N.Y. stabilizing, but at 'horrific rate' https://www.modernhealthcare.com/safety-quality/coronavirus-outbreak-live-updates-covid-19 via @modrnhealthcr",0,0,@modrnhealthcr,,
2020-04-11 19:11:29+00:00,txsportsdoc,Why are the homeless in my home state in SoCal not dying from COVID-19 at very high rates? They are living in unclean conditions and in close proximity? Be a good public health question to answer.,1,2,,,
2020-04-11 18:44:54+00:00,IrvingFCTX, #irvingfc #losgallos #gallos #somosirvingfc #weareirvingfc #fuerzagallos #futbol #upsl #soccer #irvingtx #dallasfortworth #fortworth #grandprairie #coronavirus #who #quarantine #stayhome #stayhomesavelifes #losvagosdeirving,1,7,,#irvingfc #losgallos #gallos #somosirvingfc #weareirvingfc #fuerzagallos #futbol #upsl #soccer #irvingtx #dallasfortworth #fortworth #grandprairie #coronavirus #who #quarantine #stayhome #stayhome #stayhomesavelifes #losvagosdeirving,
2020-04-11 18:40:16+00:00,fhiguera,"150 miles in 10 days #covid #quarantinelife #onepeloton @Dallas, Texas https://www.instagram.com/p/B-2dlhYnwcL/?igshid=n0xso79jyhmb",0,0,,#covid #quarantinelife #onepeloton,
2020-04-11 18:36:09+00:00,RichWilliamsGo,Beer Flight COVID-19 Tex-Mex Edition @corona oculto_us @cervezavictoria indiobrewing dosequis #cerveza #cervezas #covid #covid19 #beer #texmex #beerflight #beerflights #mexico #mexican #mexicanbeer #corona #oculto… https://www.instagram.com/p/B-2dHizHKc9/?igshid=1siyehj8pl6u3,0,0,@corona @CervezaVictoria,#cerveza #cervezas #covid #covid19 #beer #texmex #beerflight #beerflights #mexico #mexican #mexicanbeer #corona #oculto,
2020-04-11 18:35:13+00:00,MichaelHugg2591,From The Economist Espresso: Crunch time: football’s covid-19 crisis ,0,0,,,
2020-04-11 18:31:34+00:00,Tamarfollowme,I don't give a f*** about this coronavirus I drink a Corona #coronavirus #rona #ronarona @Caldwell Zoo https://www.instagram.com/p/B-2cibPF-0w/?igshid=17lggimtlodi5,0,0,,#coronavirus #rona #ronarona,
2020-04-11 18:30:21+00:00,crowmads,Covid hair. When are the barber shops going to be deemed essential? #Covid_19 #haircut #QuarentineLife,0,1,,#Covid_19 #haircut #QuarentineLife,
2020-04-11 18:27:16+00:00,hatjr10,"There are no passengers on spaceship earth ... We are all crew. — M. McLuhan. @southwestair , some of there planes are just as empty as our streets of Dallas during this COVID-19 Pandemic. Air traffic over the… https://www.instagram.com/p/B-2cGc8HOuA/?igshid=ydj9kxizfq0x",0,0,@SouthwestAir,,
2020-04-11 18:13:25+00:00,elkompa_kushman,I just want some damn Palapas ....FUCK YOU CORONAVIRUS!!,2,5,,,
2020-04-11 18:13:17+00:00,KatyBlakeyNBC5,Texas A&M pandemic expert: Coronavirus will have 5 stages. We're in stage 2. https://www.houstonchronicle.com/lifestyle/renew-houston/health/article/Texas-A-M-pandemic-expert-coronavirus-stages-15192147.php?utm_campaign=CMS%20Sharing%20Tools%20(Premium)&amp;utm_source=t.co&amp;utm_medium=referral @TAMU @HoustonChron,4,7,@TAMU @HoustonChron,,
2020-04-11 18:12:21+00:00,allycelebrates,Reading tweets from Texans who want Texas to open up and on the fence if they should be allowed to work now that hospitals are prepared. Just go forward and get those covid -19 virus antibodies already.,0,0,,,
2020-04-11 18:11:29+00:00,JaredBBC,"Don’t mind me, I was just scrolling my camera roll trying to remember what my wife looked like without a bonnet on #Quarantine #Rona #Covid #iMissoutside #Betterhalf @Deep Ellum, Dallas https://www.instagram.com/p/B-0Lq4BgDwg/?igshid=16mida35ttuga",0,0,,#Quarantine #Rona #Covid #iMissoutside #Betterhalf,
2020-04-11 17:59:15+00:00,DevarajR,I was thinking why can’t they talk about the procedures to self test/diagnose covid-19 at home.. at least one forth to half the population can afford to test themself.. and be out of fear.. ?,0,0,,,
2020-04-11 17:59:00+00:00,JernaeB,#sixfeetapart #coronavirus ,0,3,,#sixfeetapart #coronavirus,
2020-04-11 17:58:47+00:00,kingsam0121,I wonder why his picture isn't in the article Justice Dept announces arrest in multimillion-dollar COVID-19 scheme https://news.yahoo.com/justice-dept-announces-arrest-multimillion-222519292.html?soc_src=community&amp;soc_trk=tw via @YahooNews,0,0,@YahooNews,,
2020-04-11 17:57:14+00:00,JernaeB,Truth #coronavirus ,0,2,,#coronavirus,
2020-04-11 17:56:42+00:00,JernaeB, #OOTD #COVID__19,0,0,,#OOTD #COVID__19,
2020-04-11 17:55:00+00:00,JernaeB, #COVID__19 #LockdownHouseParty,0,0,,#COVID__19 #LockdownHouseParty,
2020-04-11 17:54:59+00:00,travillianand,BBC News - Coronavirus in New York: A paramedic's diary ,0,0,,,
2020-04-11 17:53:29+00:00,JoseRFigueroa17,"Anthony Fauci does not like conspiracy theories. And if the President does not fire several members of his COVID-19 response team, the books written in the future will likely be about the Bill GatesBig Pharma takeover of America. •",0,0,,,
2020-04-11 17:53:28+00:00,JoseRFigueroa17,"Trump’s COVID-19 response team with the Bill and Melinda Gates Foundation, Big Pharma &amp; Dr Fauci. One wonders why Trump is going along with the devastation of the economy that he’d been so proud of turning around.",0,0,,,
2020-04-11 17:52:11+00:00,sbyeager,.@AccessLexInst has helped @SMULawSchool students with financial education programming for years. And now they are supporting them through #coronavirus with student emergency funding. Much appreciated! ,2,5,@AccessLexInst @SMULawSchool,#coronavirus,
2020-04-11 17:49:21+00:00,FitFaithLive,Quarantine and isolation does not mean you are alone! We believe in supporting students at all times. If you need assistance contact Glenda Lyons 214.397.7400 to schedule a session. #DiscoverU21 #WeAreFFL #Nonprofit #Afterschool #health #SEL #mindfulness #COVID19 #Coronavirus ,0,2,,#DiscoverU21 #WeAreFFL #Nonprofit #Afterschool #health #SEL #mindfulness #COVID19 #Coronavirus,
2020-04-11 17:47:08+00:00,kingsam0121,Get well soon Kenny Sir Kenny Dalglish in hospital with coronavirus https://sports.yahoo.com/sir-kenny-dalglish-hospital-coronavirus-185635159.html?soc_src=community&amp;soc_trk=tw via @Yahoo,0,0,@Yahoo,,
2020-04-11 17:42:48+00:00,handcoding,"Do you happen to know if Dallas County might start tracking #COVID-19 recoveries as well? In addition to the scientific value of such data, I could see that information potentially helping greatly with morale as well. ",0,0,,#COVID,
2020-04-11 17:32:29+00:00,strawbmommy,"""We know that coronavirus will not overcome us. As dark as death can be - particularly for those suffering with grief - light and life are greater. May the living flame of the Easter hope be a steady guide as we face the future."" #TheQueen #Easter #COVID19 #coronavirus #Corona",0,2,,#TheQueen #Easter #COVID19 #coronavirus #Corona,
2020-04-11 17:28:31+00:00,ClaytonNeville,"Dallas County now reporting over 1,600 #coronavirus cases. At least 27 people have died. @570KLIF @WBAP247NEWS",4,4,@570KLIF @WBAP247NEWS,#coronavirus,
2020-04-11 17:15:05+00:00,dwadley7277,"Coronavirus: US overtakes Italy for the highest death toll, Johns Hopkins University says #Coronavirus ",0,0,,#Coronavirus,
2020-04-11 17:06:11+00:00,MootePoints,#NewQuarantineRules: Nutritional facts on food don’t count during #Covid_19 #StayHome,0,8,,#NewQuarantineRules #Covid_19 #StayHome #StayHome,
2020-04-11 17:03:42+00:00,iam_JC1,"Covid, regarde t-il NetFlix?",0,1,,,
2020-04-11 17:00:56+00:00,ruthellaowens,Manslaughter is too mild. Murder. Genocide. The charges for Republicans who were told of plague and didn't warn citizens of dangers. The Associated Press: Coronavirus ravages storied New Orleans Mardi Gras group. https://apnews.com/f13db59a8231b9dc34e685c56202de34 via @GoogleNews,3,2,@googlenews,,
2020-04-11 17:00:51+00:00,AlDiaDallas, | El amor en tiempos del #coronavirus: Aumenta el uso de aplicaciones para conocer personas en línea. Aquí los detalles. https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2020/04/09/el-amor-en-tiempos-del-coronavirus-aumenta-el-uso-de-aplicaciones-para-conocer-personas-en-linea/,0,0,,#coronavirus,
2020-04-11 17:00:47+00:00,iam_JC1,"Covid, boit-il tite?",0,0,,,
2020-04-11 16:59:10+00:00,kgoos2,This is one of the predominant downstream effects of COVID-19 ,0,1,,,
2020-04-11 16:58:59+00:00,wesco57,"China Caught in the Act While Covering Up COVID, Deleted Chilling Wuhan News Article on New Cases ",0,0,,,
2020-04-11 16:58:16+00:00,HaileeHopkins,"There are now 503,594 cases of Covid-19 and 18,860 deaths in the U.S.. Per Johns Hopkins, Texas has 12,397 confirmed cases and 248 deaths. ",0,0,,,
2020-04-11 16:57:51+00:00,TCBaseballNAIA,When taking Coronavirus BP at the house in Puerto Rico goes wrong #BrandTheLand #BrandHomeDepot,10,30,,#BrandTheLand #BrandHomeDepot,
2020-04-11 16:57:12+00:00,kunmuth,‘Unimaginable' pain: Coronavirus robs Michigan woman of whole family. Sandy Brown lost her husband and 20-year-old son to the virus. ,0,0,,,
2020-04-11 16:56:05+00:00,jeffmarketing1,RIGHT Social Media Business Marketing Free 30min Consultation https://jefferysocialmarketing.social5.net/packages/ #contentmarketing #Digitalmarketing #SEO #blogging #marketing #branding #marketingtips #marketingstrategy #coronavirus #covid19 #startup #b2bmarketing #sale #goals #growth #hardwork #online,2,2,,#contentmarketing #Digitalmarketing #SEO #blogging #marketing #branding #marketingtips #marketingstrategy #coronavirus #covid19 #startup #b2bmarketing #sale #goals #growth #hardwork #online,
2020-04-11 16:54:36+00:00,ilenej,"Abbott can open but if it’s too soon, we won’t be coming. I’ll go with #ClayJenkins’ expert opinion anytime over another self-serving Trump sycophant anytime. #Covid_19 #Coronavirustexas #CoronavirusUSA",0,7,,#ClayJenkins #Covid_19 #Coronavirustexas #CoronavirusUSA,
2020-04-11 16:54:34+00:00,db1969cville,"Grace, I believe is the Spiritual resolve Jesus has as a mechanism to establish democracy and freedom over all of the earth. If there is political conspiracy concerning the Coronavirus it rests solidly in China,Russia,N. Korea, Iran, and Isis. ",0,0,,,
2020-04-11 16:47:41+00:00,CEschbacher,Thank you Healthcare MVPs! #coronavirus #COVID19 #StayHome #FlattenTheCurve #HealthcareHeroes #HealthCareWorkers #InThisTogether #ThankYou #supportlocal,1,2,,#coronavirus #COVID19 #StayHome #StayHome #FlattenTheCurve #HealthcareHeroes #HealthCareWorkers #InThisTogether #ThankYou #ThankYou #supportlocal,
2020-04-11 16:46:14+00:00,mirco_danilo,Imagine a 2020 calendar with sexy pictures of the coronavirus ,0,0,,,
2020-04-11 16:44:02+00:00,bartblair,Gotta work off a little bit of this COVID +19. @Cottonwood Creek Greenbelt Park https://www.instagram.com/p/B-2QSa7nwdJ/?igshid=1mnsolil43j9p,0,1,,,
2020-04-11 16:43:23+00:00,iam_JC1,"Covid, a-t-il de mennaj?",0,2,,,
2020-04-11 16:40:03+00:00,DawnMcNary,"Had #hammock plans- Mother Nature has other plans Appears it will be an indoor #quarantinelife day AGAIN #rainyday #northtexas #weather #covid_19 #thistooshallpass @Forney, Texas https://www.instagram.com/p/B-2P1MjjbpN/?igshid=1wj1wvk824igo",0,0,,#hammock #quarantinelife #rainyday #northtexas #weather #covid_19 #thistooshallpass,
2020-04-11 16:38:36+00:00,iam_JC1,"Covid, est-il un trans?",0,1,,,
2020-04-11 16:36:47+00:00,kelisemccray,me if i get covid- ,0,3,,,
2020-04-11 16:33:52+00:00,korie_korah,Please Covid-19 go away this is giving me Great Depression vibes,1,0,,,
2020-04-11 16:30:12+00:00,AlDiaDallas," | Conozca al doctor Philip Huang, que está al frente de la lucha contra el #coronavirus en #Dallas. El director de salud del condado tiene raíces locales, trabajó en los #CDC, fue a Harvard y es mago amateur. Aquí más de su historia. https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2020/04/10/conozca-al-doctor-philip-huang-que-esta-al-frente-de-la-lucha-contra-el-coronavirus-en-dallas/",1,0,,#coronavirus #Dallas #CDC,
2020-04-11 16:26:08+00:00,_TellyV_,This coronavirus will not keep me from visiting folks. I don't like authority.,0,0,,,
2020-04-11 16:26:03+00:00,tjmac_teri,"Most Americans, unlike Trump, want mail-in ballots for November if coronavirus threatens: Reuters/Ipsos poll | Article [AMP] | Reuters ",0,0,,,
2020-04-11 16:22:07+00:00,Laiinaz_BCz,"I don’t wanna say being a parent is easy b/c it’s NOT, especially when you’re the primary parent, but ever since I got laid off due to COVID-19, being a STAY-AT-HOME mommy has been sucha blessing. I’m enjoying this A LOT b/c before I know it, I’ll be back to working..",1,5,,,
2020-04-11 16:18:43+00:00,andycurtis24,Do you have a friend or loved one that is “essential” and going to work may put them in contact with the #coronavirus? You can now Buy One and Give One FREE...30-day supply of Immune Support. this company!!! #glutenfree #artificialfree #nonGMO,0,0,,#coronavirus #glutenfree #artificialfree #nonGMO,
2020-04-11 16:08:38+00:00,RicEllis85,Can’t believe they would push this thru while we are focused on Coronavirus ,0,0,,,
2020-04-11 16:05:14+00:00,NicholeManna,April 11 JPS update: - 14 patients being treated for COVID-19 - 22 under investigation - 1 death - 16 employees tested positive at some point - 64 samples tested positive - 414 negative - 49 tests pending,8,7,,,
2020-04-11 16:00:35+00:00,txexindfw,@usainbolt #COVID19 #HelpFromHome #Covid_19,0,0,@usainbolt,#COVID19 #HelpFromHome #Covid_19,
2020-04-11 15:55:45+00:00,SlimDrenchy,"“THE CITY” FT @_MicRiley_ OFFICIAL VIDEO OUT NOW #LINKINBIO • • • #thecity #dallas #outside #billiegang #music #drip #slimdrenchy #quarantine #coronavirus #goodvibes @Dallas, Texas https://www.instagram.com/p/B-2IqPlpWQs/?igshid=r488yi4c2eah",0,0,@_MicRiley_,#LINKINBIO #thecity #dallas #outside #billiegang #music #drip #slimdrenchy #quarantine #coronavirus #goodvibes,
2020-04-11 15:51:16+00:00,davetarrantnews,April 28 is expected peak date in Texas for coronavirus. ,0,0,,,
2020-04-11 15:50:58+00:00,MootePoints,Just revised the nutritional facts on the back of a frozen @DiGiorno pizza... Please RT and spread the word #StayHome #coronavirus ,1,6,@DiGiorno,#StayHome #StayHome #coronavirus,
2020-04-11 15:49:29+00:00,rohan_khera,"Hopeful for #remdesivir, but this @NEJM study is not helpful Both mortality &amp; improvement not good outcomes - esp in selected #COVID patients (median 64y) with uneven follow up 6/34 intubated pts died (18%), but it's not mortality rate: 9 (26%) still intubated &amp; 3 (9%) on HF O2 ",8,34,@NEJM,#remdesivir #COVID,
2020-04-11 15:48:27+00:00,DallasAnalytics,@JoshMargolin likely a larger number of deaths you seem to believe are COVID-19 are in fact other causes as people are avoiding medical treatment out of fear ,0,0,@JoshMargolin,,
2020-04-11 15:47:46+00:00,Boomer_Patriot,GOP Lawmakers Demand Answers From WHO Leader Over 'Role in China's Coronavirus Propaganda Campaign' ,0,0,,,
2020-04-11 15:47:15+00:00,Boomer_Patriot,"The Market, Not Government, Is Best Equipped to Defeat Coronavirus ",0,0,,,
2020-04-11 15:46:02+00:00,Boomer_Patriot,Surgeon General Explains Why Coronavirus Is Taking a Greater Toll on Minority Communities ,0,0,,,
2020-04-11 15:42:39+00:00,Boomer_Patriot,CNN Coronavirus Town Hall Accidentally Airs a Trump Derangement Syndrome Question ,0,0,,,
2020-04-11 15:41:59+00:00,Boomer_Patriot,FCC Commissioner Has Eight Questions for China Regarding The Wuhan Coronavirus And They're Pretty Brutal ,0,0,,,
2020-04-11 15:41:29+00:00,Boomer_Patriot,How America’s Flourishing Civil Society Will Help Get Us Through the Coronavirus ,0,0,,,
2020-04-11 15:41:08+00:00,Boomer_Patriot,Actor Says This Was The 'Secret Weapon' in Fighting His Wuhan Coronavirus Infection ,0,0,,,
2020-04-11 15:40:15+00:00,Boomer_Patriot,Stop Comparing Coronavirus to September 11th ,0,0,,,
2020-04-11 15:30:10+00:00,_TellyV_,Laughter is the cure for COVID-19 ,0,0,,,
2020-04-11 15:28:29+00:00,estradardaniel,Coronavirus Is Threatening One of Government&amp;#39;s Steadiest Services: The Mail https://news.yahoo.com/coronavirus-threatening-one-governments-steadiest-190939208.html?soc_src=community&amp;soc_trk=tw via @YahooNews. Postal service needs a overhaul and cash to get through this time,0,0,@YahooNews,,
2020-04-11 15:27:25+00:00,AlexusHurtado,"Yeah... let’s blame black & brown people for getting COVID instead of systemic racism in the medical field, food deserts &amp; lack of access to healthy food, and having no / inadequate health insurance ",0,1,,,
2020-04-11 15:26:56+00:00,ramblingrach_RR,Thanks to #2020 and #coronavirus for aiding in an existential crisis before my 30's,1,4,,#coronavirus,
2020-04-11 15:25:05+00:00,Boomer_Patriot,90-Year-Old COVID-19 Survivor Speaks Out: 'Have That Positive Attitude and Pray' ,0,0,,,
2020-04-11 15:24:46+00:00,Boomer_Patriot,German Study: Coronavirus Mortality Rate May Be Five Times Lower Than Reported ,0,0,,,
2020-04-11 15:24:37+00:00,jeffstrater,Bill O’Reilly- “Many of those dying from coronavirus 'were on their last legs anyway” ,0,1,,,
2020-04-11 15:24:25+00:00,Boomer_Patriot,Taiwan Hits Back After WHO Accuses Nation of Racism for Criticizing COVID Response ,0,0,,,
2020-04-11 15:23:41+00:00,Boomer_Patriot,"Left-Wing UK Mayor Says PM Boris Johnson 'Completely Deserves' COVID, Gets Stripped of Party ID ",1,0,,,
2020-04-11 15:16:12+00:00,carlosenriq23,"Btw mi PS4 está como un viejo de 85 años con coronavirus que ha fumado toda su vida, solo me queda rezar.",0,0,,,
2020-04-11 15:07:38+00:00,keith72504,"If America was the greatest country in the world, we wouldn't be leading the world in the number of coronavirus cases. America would have been leading the world in how to respond to an pandemic and what steps are needed to keep the virus from spreading. Instead we are behind.",0,0,,,
